Frame,Time (Seconds),X.3,Y.3,Z.3
258,2.15,0.072578,0.56131,0.317547
259,2.158333,0.073143,0.558093,0.317079
260,2.166667,0.073527,0.558785,0.320235
261,2.175,0.074037,0.551606,0.316355
262,2.183333,0.074844,0.548459,0.315664
263,2.191667,0.07491,0.545575,0.315971
264,2.2,0.075817,0.543019,0.315498
265,2.208333,0.075935,0.540286,0.315557
266,2.216667,0.076276,0.537791,0.315301
267,2.225,0.076829,0.535599,0.314946
268,2.233333,0.077115,0.533289,0.314694
269,2.241667,0.077601,0.531338,0.314209
270,2.25,0.077866,0.529193,0.314115
271,2.258333,0.078285,0.527331,0.31383
272,2.266667,0.078408,0.525446,0.313616
273,2.275,0.078638,0.52377,0.313437
274,2.283333,0.078932,0.52227,0.313247
275,2.291667,0.079029,0.520826,0.313093
276,2.3,0.079025,0.519282,0.313022
277,2.308333,0.079186,0.518153,0.312925
278,2.316667,0.079227,0.516962,0.312836
279,2.325,0.079222,0.515789,0.312798
280,2.333333,0.079091,0.514724,0.312743
281,2.341667,0.079062,0.513763,0.312655
282,2.35,0.079137,0.512947,0.312516
283,2.358333,0.079071,0.512178,0.312411
284,2.366667,0.079011,0.511465,0.312287
285,2.375,0.078927,0.510759,0.312047
286,2.383333,0.079145,0.510241,0.311732
287,2.391667,0.079104,0.509813,0.311628
288,2.4,0.078994,0.509321,0.311478
289,2.408333,0.079039,0.508982,0.311303
290,2.416667,0.079149,0.508719,0.311057
291,2.425,0.079392,0.508612,0.310778
292,2.433333,0.079417,0.508385,0.310527
293,2.441667,0.079604,0.508234,0.31013
294,2.45,0.079684,0.508291,0.309856
295,2.458333,0.07995,0.508338,0.309416
296,2.466667,0.08011,0.508446,0.309021
297,2.475,0.080252,0.508526,0.308574
298,2.483333,0.080284,0.508529,0.308107
299,2.491667,0.080448,0.508551,0.307586
300,2.5,0.080724,0.508725,0.307049
301,2.508333,0.080757,0.5087,0.306594
302,2.516667,0.081082,0.509052,0.306007
303,2.525,0.081233,0.509097,0.305525
304,2.533333,0.081387,0.5091,0.30508
305,2.541667,0.08147,0.509509,0.304103
306,2.55,0.08155,0.509653,0.303521
307,2.558333,0.081801,0.509823,0.30303
308,2.566667,0.081953,0.509963,0.302532
309,2.575,0.08202,0.510032,0.302062
310,2.583333,0.082302,0.510396,0.301499
311,2.591667,0.08245,0.510538,0.301036
312,2.6,0.082486,0.510496,0.300608
313,2.608333,0.082609,0.510523,0.30023
314,2.616667,0.082854,0.510741,0.299774
315,2.625,0.083011,0.510923,0.299282
316,2.633333,0.083106,0.510978,0.298882
317,2.641667,0.0832,0.510973,0.298527
318,2.65,0.083142,0.51085,0.298138
319,2.658333,0.083394,0.510801,0.297719
320,2.666667,0.08346,0.510882,0.297334
321,2.675,0.083472,0.510899,0.297059
322,2.683333,0.083495,0.510715,0.296834
323,2.691667,0.083499,0.510576,0.296641
324,2.7,0.083487,0.510495,0.296447
325,2.708333,0.083459,0.510408,0.296263
326,2.716667,0.083452,0.510331,0.296082
327,2.725,0.083422,0.510271,0.295913
328,2.733333,0.083375,0.510224,0.295725
329,2.741667,0.083345,0.510158,0.295547
330,2.75,0.083321,0.510111,0.295393
331,2.758333,0.083293,0.510097,0.295179
332,2.766667,0.083231,0.51003,0.294979
333,2.775,0.083183,0.510015,0.294798
334,2.783333,0.083132,0.510007,0.294628
335,2.791667,0.082972,0.509973,0.294475
336,2.8,0.083015,0.510068,0.294227
337,2.808333,0.082843,0.509977,0.294051
338,2.816667,0.082786,0.509995,0.293846
339,2.825,0.082705,0.509886,0.293646
340,2.833333,0.082744,0.509981,0.293462
341,2.841667,0.082665,0.509976,0.293262
342,2.85,0.08257,0.509902,0.293095
343,2.858333,0.082491,0.509915,0.29283
344,2.866667,0.082408,0.509905,0.292637
345,2.875,0.082298,0.509878,0.292432
346,2.883333,0.0822,0.509837,0.292214
347,2.891667,0.082082,0.509768,0.292007
348,2.9,0.082006,0.509336,0.292245
349,2.908333,0.081894,0.509252,0.292084
350,2.916667,0.081716,0.50949,0.291449
351,2.925,0.081654,0.509041,0.291704
352,2.933333,0.081463,0.509309,0.291122
353,2.941667,0.081323,0.509217,0.290955
354,2.95,0.08119,0.509088,0.290833
355,2.958333,0.081067,0.508935,0.290676
356,2.966667,0.080958,0.508787,0.290509
357,2.975,0.080849,0.508633,0.290319
358,2.983333,0.080731,0.508441,0.290085
359,2.991667,0.080627,0.508258,0.289915
360,3.0,0.080595,0.507758,0.290108
361,3.008333,0.080512,0.507584,0.289909
362,3.016667,0.080439,0.507409,0.289696
363,3.025,0.080365,0.507255,0.289469
364,3.033333,0.080244,0.507363,0.288813
365,3.041667,0.080264,0.506835,0.288962
366,3.05,0.080143,0.507015,0.288333
367,3.058333,0.080091,0.506853,0.288107
368,3.066667,0.080033,0.506698,0.28786
369,3.075,0.079988,0.506586,0.28756
370,3.083333,0.079935,0.506464,0.28731
371,3.091667,0.079859,0.506353,0.287042
372,3.1,0.079797,0.506202,0.286746
373,3.108333,0.079748,0.506078,0.286478
374,3.116667,0.079701,0.505956,0.286213
375,3.125,0.079648,0.505832,0.285955
376,3.133333,0.079583,0.505717,0.285694
377,3.141667,0.079524,0.505612,0.285419
378,3.15,0.0794,0.505357,0.285074
379,3.158333,0.079366,0.50448,0.285133
380,3.166667,0.079303,0.504385,0.284893
381,3.175,0.07925,0.504298,0.284643
382,3.183333,0.079182,0.50421,0.284405
383,3.191667,0.07923,0.504175,0.284172
384,3.2,0.079053,0.504768,0.283642
385,3.208333,0.07905,0.504865,0.28347
386,3.216667,0.078994,0.504755,0.283235
387,3.225,0.078941,0.504696,0.283013
388,3.233333,0.078903,0.504628,0.282816
389,3.241667,0.078869,0.504581,0.282635
390,3.25,0.07884,0.504531,0.282442
391,3.258333,0.078701,0.504395,0.282287
392,3.266667,0.078689,0.504345,0.282125
393,3.275,0.078687,0.504311,0.281953
394,3.283333,0.078791,0.504399,0.28177
395,3.291667,0.078769,0.50432,0.28161
396,3.3,0.078752,0.504298,0.281448
397,3.308333,0.078735,0.50427,0.281308
398,3.316667,0.078704,0.504259,0.281148
399,3.325,0.078679,0.504237,0.281
400,3.333333,0.078672,0.504228,0.280805
401,3.341667,0.078534,0.504108,0.280688
402,3.35,0.078485,0.504107,0.280545
403,3.358333,0.078445,0.504104,0.280409
404,3.366667,0.078406,0.504101,0.280276
405,3.375,0.078348,0.504116,0.28014
406,3.383333,0.078296,0.504114,0.280009
407,3.391667,0.078228,0.504126,0.27988
408,3.4,0.078167,0.50412,0.279757
409,3.408333,0.078169,0.504061,0.279552
410,3.416667,0.078016,0.504134,0.279467
411,3.425,0.077972,0.504032,0.27928
412,3.433333,0.077958,0.504226,0.279159
413,3.441667,0.077879,0.504253,0.279016
414,3.45,0.077794,0.504265,0.278891
415,3.458333,0.07774,0.504163,0.278733
416,3.466667,0.077661,0.504208,0.278587
417,3.475,0.077577,0.504248,0.278441
418,3.483333,0.077456,0.504436,0.278268
419,3.491667,0.077384,0.504492,0.278096
420,3.5,0.077235,0.504381,0.277893
421,3.508333,0.077213,0.504609,0.277767
422,3.516667,0.077139,0.504666,0.277607
423,3.525,0.076991,0.50457,0.277415
424,3.533333,0.076908,0.504636,0.277271
425,3.541667,0.076822,0.504708,0.277124
426,3.55,0.076752,0.504774,0.276981
427,3.558333,0.076667,0.504842,0.276838
428,3.566667,0.07658,0.504921,0.2767
429,3.575,0.076498,0.504996,0.276548
430,3.583333,0.076435,0.505051,0.276413
431,3.591667,0.076299,0.505186,0.276303
432,3.6,0.076228,0.505243,0.276159
433,3.608333,0.076158,0.505281,0.276074
434,3.616667,0.076076,0.505336,0.275947
435,3.625,0.076137,0.505509,0.275737
436,3.633333,0.076063,0.5055,0.275665
437,3.641667,0.075981,0.505586,0.275538
438,3.65,0.075893,0.505572,0.275417
439,3.658333,0.075816,0.505617,0.275306
440,3.666667,0.075734,0.505602,0.275182
441,3.675,0.075658,0.505635,0.275092
442,3.683333,0.075571,0.505676,0.274984
443,3.691667,0.075433,0.50555,0.274852
444,3.7,0.075333,0.505591,0.274756
445,3.708333,0.075236,0.505644,0.274649
446,3.716667,0.075061,0.505775,0.27459
447,3.725,0.075009,0.505776,0.274401
448,3.733333,0.074905,0.505842,0.27427
449,3.741667,0.074797,0.505894,0.274123
450,3.75,0.074674,0.505964,0.273968
451,3.758333,0.074548,0.506029,0.273803
452,3.766667,0.074416,0.506106,0.273618
453,3.775,0.0743,0.506165,0.273459
454,3.783333,0.074171,0.506223,0.273282
455,3.791667,0.074047,0.506292,0.2731
456,3.8,0.073926,0.506374,0.272892
457,3.808333,0.07391,0.506503,0.272661
458,3.816667,0.073687,0.50653,0.272441
459,3.825,0.073558,0.506617,0.27219
460,3.833333,0.073446,0.506694,0.271932
461,3.841667,0.073315,0.506793,0.271652
462,3.85,0.073126,0.506933,0.271439
463,3.858333,0.073001,0.507003,0.271163
464,3.866667,0.072863,0.507034,0.270857
465,3.875,0.072735,0.507057,0.270519
466,3.883333,0.072746,0.507304,0.270184
467,3.891667,0.072602,0.507305,0.269872
468,3.9,0.072469,0.507382,0.269553
469,3.908333,0.072274,0.507323,0.269217
470,3.916667,0.072219,0.507553,0.268902
471,3.925,0.072016,0.507402,0.268512
472,3.933333,0.071876,0.507475,0.268172
473,3.941667,0.071742,0.507504,0.2678
474,3.95,0.071614,0.507575,0.267434
475,3.958333,0.071478,0.507629,0.267079
